,combination,sim
228,SMZ5P2JC TO UQ4WC79E,0.4314840748092893
169,2017_8 TO GPBS8H6W,0.429931444017966
615,2017_7 TO NX42RPT2,0.42959288151484265
479,ABX4R7K5 TO QVXBKCSS,0.42866787556919705
1207,CZQ57NCZ TO SMZ5P2JC,0.428544178667688
116,4C8T6PTV TO KF3CZPHV,0.42845169042908826
987,356QDHJ7 TO SMZ5P2JC,0.4283351065620278
732,J7SB3TH5 TO KF3CZPHV,0.4272784540115435
617,2017_9 TO NX42RPT2,0.42711747437108105
225,2017_1 TO UQ4WC79E,0.42671234279237313
312,2017_1 TO 9895DC6Q,0.4263762782599412
1145,2017_6 TO 56QUJEMP,0.42624131303130164
243,MXXBE2S3 TO NX42RPT2,0.4256683308710276
661,5G8U33QZ TO CZQ57NCZ,0.4252179768262615
1,4C8T6PTV TO 4IR7FP3G,0.42390194935770176
1094,2017_5 TO XGBBFQWX,0.42053681930948383
90,SMZ5P2JC TO T4S3K5ZT,0.41862710725595464
1078,T8P7HT8E TO XGBBFQWX,0.41796528614871864
5,4IR7FP3G TO 9895DC6Q,0.41608451412923475
602,KF3CZPHV TO NX42RPT2,0.4150411816941101
926,356QDHJ7 TO HTFNIQDD,0.413519144504893
949,356QDHJ7 TO 8M9FQCNU,0.4128821979003776
397,7V9JCFSV TO GCGB74CJ,0.4123447946236125
1170,2017_1 TO XGBBFQWX,0.41219169416290025
1089,2017_4 TO 2017_5,0.4120502747847572
484,2017_10 TO 2017_11,0.41067955570461245
1062,2017_1 TO T9IJMSRB,0.4102862985662168
319,9895DC6Q TO CZQ57NCZ,0.4093342010487566
398,7V9JCFSV TO SMZ5P2JC,0.40907209374804265
442,AFWXF8CH TO CZQ57NCZ,0.4085280806787728
318,9895DC6Q TO GQPNFE6B,0.4082233659792114
401,7V9JCFSV TO GQPNFE6B,0.40803070126046004
365,7V9JCFSV TO ABX4R7K5,0.40792982760097685
1073,2017_4 TO T8P7HT8E,0.4076824646472965
1223,CZQ57NCZ TO XSJ9KCBQ,0.40744325945237747
960,8M9FQCNU TO DW9W8Z9I,0.4067285783210526
962,2017_1 TO 8M9FQCNU,0.4066655623859612
432,2017_9 TO AFWXF8CH,0.40665201198152245
280,7V9JCFSV TO 9895DC6Q,0.40648465412475665
3,4IR7FP3G TO UQ4WC79E,0.40600602198680935
901,8M9FQCNU TO AMDVNRNA,0.40574411078715134
864,2017_1 TO KF3CZPHV,0.4055125516178618
521,2017_11 TO XSJ9KCBQ,0.40545363473193596
193,7V9JCFSV TO UQ4WC79E,0.4053538031196009
548,2017_10 TO XGBBFQWX,0.4052750165130301
460,8M9FQCNU TO ABX4R7K5,0.4050185516490098
1142,2017_6 TO QVXBKCSS,0.4048414259357773
451,ABX4R7K5 TO F5SXURFA,0.4045625104169648
619,NX42RPT2 TO XGBBFQWX,0.40389244509606403
166,8M9FQCNU TO GPBS8H6W,0.4022230393207269
595,5G8U33QZ TO NX42RPT2,0.40185825514046525
448,ABX4R7K5 TO NX42RPT2,0.4015516074877894
268,MXXBE2S3 TO XGBBFQWX,0.4012032608711743
364,7V9JCFSV TO AFWXF8CH,0.4005582934164388
50,GPBS8H6W TO T4S3K5ZT,0.4001234440114828
237,7V9JCFSV TO MXXBE2S3,0.4000249602134528
872,56QUJEMP TO KF3CZPHV,0.39960909251021337
276,CZQ57NCZ TO MXXBE2S3,0.3986348103812156
942,HTFNIQDD TO SMZ5P2JC,0.3985406782792792
140,4C8T6PTV TO GQPNFE6B,0.3983793801800203
410,5G8U33QZ TO AFWXF8CH,0.39804659030292333
853,2017_8 TO KF3CZPHV,0.3977026295189374
369,7V9JCFSV TO NX42RPT2,0.3970970298305394
848,AMDVNRNA TO KF3CZPHV,0.3964438489839477
64,F5SXURFA TO T4S3K5ZT,0.39631653333736006
722,F5SXURFA TO SMZ5P2JC,0.3960615850178848
727,56QUJEMP TO F5SXURFA,0.3959855223764768
618,DW9W8Z9I TO NX42RPT2,0.3957583744523778
1179,XGBBFQWX TO XSJ9KCBQ,0.3950250783656549
1033,2017_8 TO 56QUJEMP,0.39492673347718044
609,2017_8 TO NX42RPT2,0.39471948894484044
1117,2017_4 TO CZQ57NCZ,0.3945377290271508
928,2017_8 TO HTFNIQDD,0.39416867689936286
191,9895DC6Q TO UQ4WC79E,0.3933313090524805
294,9895DC6Q TO KF3CZPHV,0.3933032818890829
155,5G8U33QZ TO GPBS8H6W,0.39276267246714447
1020,2017_7 TO 2017_8,0.3916963895567901
867,KF3CZPHV TO SMZ5P2JC,0.3908300520554421
438,AFWXF8CH TO SMZ5P2JC,0.3905686647785005
272,MXXBE2S3 TO SMZ5P2JC,0.3904907509378853
190,MXXBE2S3 TO UQ4WC79E,0.3901882868051878
255,8M9FQCNU TO MXXBE2S3,0.3901417110202219
628,56QUJEMP TO NX42RPT2,0.3899833437903172
871,CZQ57NCZ TO KF3CZPHV,0.3889018099193067
143,4C8T6PTV TO XSJ9KCBQ,0.38856631295173005
847,KF3CZPHV TO NINP5I8I,0.38705456602394894
1055,2017_5 TO T9IJMSRB,0.3867387112538416
925,8M9FQCNU TO HTFNIQDD,0.38638481103349753
940,H3HIEFKV TO HTFNIQDD,0.38612650320060204
388,2017_5 TO 7V9JCFSV,0.3859917541993505
224,UQ4WC79E TO XGBBFQWX,0.3853783366355159
216,T9IJMSRB TO UQ4WC79E,0.3845002233500856
734,AMDVNRNA TO J7SB3TH5,0.384444240053465
298,8M9FQCNU TO 9895DC6Q,0.38360445215921835
1134,2017_6 TO 2017_9,0.3830506155068295
1153,2017_9 TO Z56T9MF4,0.3830314086073867
984,2017_1 TO 356QDHJ7,0.38207500391120464
377,7V9JCFSV TO KF3CZPHV,0.38104081209673457
937,DW9W8Z9I TO HTFNIQDD,0.3807839173523997
417,AFWXF8CH TO KF3CZPHV,0.38034267683547074
73,8M9FQCNU TO T4S3K5ZT,0.3793551533959214
21,4IR7FP3G TO KF3CZPHV,0.3786673722659364
1165,DW9W8Z9I TO QVXBKCSS,0.3786361264662832
1163,DW9W8Z9I TO SMZ5P2JC,0.37848374375742644
1014,9T2T3NWW TO XSJ9KCBQ,0.3768958671835676
279,9895DC6Q TO FQVMU8GU,0.37677880235489036
126,4C8T6PTV TO T8P7HT8E,0.3767281185950013
616,2017_6 TO NX42RPT2,0.37661562349034283
1110,2017_1 TO 2017_4,0.37646177939863823
888,DW9W8Z9I TO NINP5I8I,0.3761172060809246
265,2017_6 TO MXXBE2S3,0.37599193791694674
863,KF3CZPHV TO XGBBFQWX,0.3733867760739693
8,4IR7FP3G TO AFWXF8CH,0.37331119646185584
149,AFWXF8CH TO GPBS8H6W,0.372715165858719
1191,H3HIEFKV TO Z56T9MF4,0.3723159507173388
221,2017_6 TO UQ4WC79E,0.3716287022989545
744,2017_4 TO J7SB3TH5,0.3714836016074349
1066,T9IJMSRB TO Z56T9MF4,0.37081790380905777
1136,2017_6 TO XGBBFQWX,0.3706874206593638
1140,2017_6 TO SMZ5P2JC,0.3705610714913511
968,8M9FQCNU TO GQPNFE6B,0.37051147920887606
621,H3HIEFKV TO NX42RPT2,0.37015840726064986
284,2017_10 TO 9895DC6Q,0.3699241441128911
340,8M9FQCNU TO FQVMU8GU,0.36990162268200977
424,2017_8 TO AFWXF8CH,0.3690471480662022
1214,XSJ9KCBQ TO Z56T9MF4,0.3689505856366121
463,2017_8 TO ABX4R7K5,0.36779816664069265
444,AFWXF8CH TO XSJ9KCBQ,0.36758164202570776
290,9895DC6Q TO J7SB3TH5,0.36684261100122695
44,4IR7FP3G TO QVXBKCSS,0.3666911038699401
472,ABX4R7K5 TO DW9W8Z9I,0.3665448280830007
1051,CZQ57NCZ TO VM7EP4IA,0.3662344494891584
399,7V9JCFSV TO Z56T9MF4,0.36513044954941476
1121,2017_7 TO 2017_9,0.3647530968065321
611,NX42RPT2 TO T9IJMSRB,0.36459185034062314
392,2017_9 TO 7V9JCFSV,0.3643552518343156
1208,56QUJEMP TO SMZ5P2JC,0.3637254113735766
421,8M9FQCNU TO AFWXF8CH,0.36346997752820287
4,4IR7FP3G TO MXXBE2S3,0.36307756969078286
1183,2017_1 TO Z56T9MF4,0.3629407324961095
1028,2017_8 TO SMZ5P2JC,0.36273214032063994
175,2017_7 TO GPBS8H6W,0.3622207085348492
328,FQVMU8GU TO NX42RPT2,0.36200984034529493
402,7V9JCFSV TO CZQ57NCZ,0.36197896977936384
494,2017_11 TO KF3CZPHV,0.361911307136771
1004,9T2T3NWW TO XGBBFQWX,0.3615635743895307
283,2017_11 TO 9895DC6Q,0.36138328176646806
1138,2017_6 TO H3HIEFKV,0.3610127695465307
1022,2017_8 TO 2017_9,0.3600784487898212
1204,SMZ5P2JC TO Z56T9MF4,0.3600271586679654
906,AMDVNRNA TO T9IJMSRB,0.35982757261697196
1182,2017_1 TO SMZ5P2JC,0.3597841368729666
624,NX42RPT2 TO Z56T9MF4,0.3596851947994979
936,2017_9 TO HTFNIQDD,0.3591933376339782
33,2017_4 TO 4IR7FP3G,0.3590980666667847
865,H3HIEFKV TO KF3CZPHV,0.358316938760581
96,T4S3K5ZT TO XSJ9KCBQ,0.35825185946120386
640,5G8U33QZ TO 8M9FQCNU,0.357556569092743
1095,2017_1 TO 2017_5,0.35744024440343447
356,FQVMU8GU TO GCGB74CJ,0.357066989703684
125,4C8T6PTV TO T9IJMSRB,0.3569465227064399
48,4IR7FP3G TO XSJ9KCBQ,0.3566307145449905
87,2017_1 TO T4S3K5ZT,0.356613178505078
1115,2017_4 TO QVXBKCSS,0.3565257567059179
1091,2017_5 TO 2017_6,0.35609008996308034
854,KF3CZPHV TO VM7EP4IA,0.35577726133697074
429,2017_4 TO AFWXF8CH,0.3554028848410722
663,5G8U33QZ TO XSJ9KCBQ,0.3548819518505524
138,4C8T6PTV TO Z56T9MF4,0.35481345379830154
629,NX42RPT2 TO XSJ9KCBQ,0.3547951060373855
850,8M9FQCNU TO KF3CZPHV,0.3547933086765016
704,F5SXURFA TO HTFNIQDD,0.35447038644837825
1146,2017_6 TO XSJ9KCBQ,0.3542054692253147
1012,9T2T3NWW TO CZQ57NCZ,0.3535389848428032
1030,2017_8 TO QVXBKCSS,0.352610849550798
384,2017_8 TO 7V9JCFSV,0.35188573003379764
389,2017_4 TO 7V9JCFSV,0.35150317908908946
546,2017_10 TO 2017_9,0.3513496273727015
887,2017_9 TO NINP5I8I,0.351147292150386
381,7V9JCFSV TO 8M9FQCNU,0.3510904029885351
1036,T8P7HT8E TO VM7EP4IA,0.3508527242783057
1188,2017_1 TO XSJ9KCBQ,0.3507553609672138
959,2017_9 TO 8M9FQCNU,0.350532502402775
127,2017_5 TO 4C8T6PTV,0.3502014573504749
1021,2017_6 TO 2017_8,0.3500070824657977
226,H3HIEFKV TO UQ4WC79E,0.34977402112512646
134,2017_1 TO 4C8T6PTV,0.34941143455299684
701,F5SXURFA TO KF3CZPHV,0.34937593663041433
481,ABX4R7K5 TO CZQ57NCZ,0.34854650415058863
80,2017_5 TO T4S3K5ZT,0.3484370142651756
1122,2017_7 TO DW9W8Z9I,0.347433047694677
900,AMDVNRNA TO HTFNIQDD,0.3473369864101685
108,4C8T6PTV TO NX42RPT2,0.34718847771283
316,9895DC6Q TO Z56T9MF4,0.34717923652564797
119,4C8T6PTV TO HTFNIQDD,0.346758789135411
1071,T9IJMSRB TO XSJ9KCBQ,0.34589909123626594
939,2017_1 TO HTFNIQDD,0.34488882350377636
112,4C8T6PTV TO J7SB3TH5,0.3447077788257398
405,ABX4R7K5 TO AFWXF8CH,0.3443930315664525
852,9T2T3NWW TO KF3CZPHV,0.34430739062849147
1144,2017_6 TO CZQ57NCZ,0.34391383918551455
321,9895DC6Q TO XSJ9KCBQ,0.3437884834655438
556,2017_10 TO CZQ57NCZ,0.342545968763755
45,4IR7FP3G TO GQPNFE6B,0.3415716418910577
457,ABX4R7K5 TO NINP5I8I,0.3410905069016067
636,5G8U33QZ TO KF3CZPHV,0.340244821723394
720,F5SXURFA TO H3HIEFKV,0.34010467474604034
1132,2017_7 TO 56QUJEMP,0.3395845062798911
1164,DW9W8Z9I TO Z56T9MF4,0.33931888878073213
957,2017_7 TO 8M9FQCNU,0.33925876067556615
83,2017_6 TO T4S3K5ZT,0.33827946025200584
723,F5SXURFA TO Z56T9MF4,0.3382566824408476
897,CZQ57NCZ TO NINP5I8I,0.3378551367506426
902,356QDHJ7 TO AMDVNRNA,0.3378357457046044
953,8M9FQCNU TO T9IJMSRB,0.3377790566203045
274,MXXBE2S3 TO QVXBKCSS,0.3374917578939439
277,56QUJEMP TO MXXBE2S3,0.3374494933588993
431,2017_6 TO AFWXF8CH,0.33699134237585027
855,KF3CZPHV TO T9IJMSRB,0.33609145591899725
428,2017_5 TO AFWXF8CH,0.3360217124745186
27,4IR7FP3G TO 9T2T3NWW,0.3358079730804149
934,2017_7 TO HTFNIQDD,0.33572528213159925
1114,2017_4 TO Z56T9MF4,0.3356712243837482
979,2017_7 TO 356QDHJ7,0.3350290009073644
1202,56QUJEMP TO GCGB74CJ,0.33488108055488475
476,ABX4R7K5 TO GCGB74CJ,0.33443752525039394
1099,2017_5 TO Z56T9MF4,0.334302789085112
971,8M9FQCNU TO XSJ9KCBQ,0.33397434910015766
657,5G8U33QZ TO SMZ5P2JC,0.33339705509299444
856,KF3CZPHV TO T8P7HT8E,0.33336259358691556
1141,2017_6 TO Z56T9MF4,0.3330413066689696
331,F5SXURFA TO FQVMU8GU,0.3322186895313737
489,2017_11 TO F5SXURFA,0.3321813128318528
297,9895DC6Q TO HTFNIQDD,0.33194972189015104
281,9895DC6Q TO AFWXF8CH,0.3318978757523885
207,KF3CZPHV TO UQ4WC79E,0.33183188645543926
396,7V9JCFSV TO H3HIEFKV,0.33098187194428697
22,4IR7FP3G TO NINP5I8I,0.33001604266590934
714,2017_7 TO F5SXURFA,0.3296827104658493
1060,DW9W8Z9I TO T9IJMSRB,0.32968215431062564
1190,H3HIEFKV TO SMZ5P2JC,0.3295458816502628
178,DW9W8Z9I TO GPBS8H6W,0.3294977620966738
970,56QUJEMP TO 8M9FQCNU,0.329231293885891
325,2017_11 TO FQVMU8GU,0.3290716773191289
49,4C8T6PTV TO T4S3K5ZT,0.3288952044945479
904,2017_8 TO AMDVNRNA,0.32863810953601535
109,4C8T6PTV TO 5G8U33QZ,0.3284439227961229
935,2017_6 TO HTFNIQDD,0.3278133524488607
858,2017_4 TO KF3CZPHV,0.3276819180428848
1195,56QUJEMP TO H3HIEFKV,0.32676286940409427
911,2017_6 TO AMDVNRNA,0.32625586508454885
137,4C8T6PTV TO SMZ5P2JC,0.3254632026120666
614,2017_4 TO NX42RPT2,0.3249832078223621
759,J7SB3TH5 TO XSJ9KCBQ,0.32483425710020764
352,DW9W8Z9I TO FQVMU8GU,0.3243693275001611
420,AFWXF8CH TO HTFNIQDD,0.324346634194848
1180,2017_1 TO H3HIEFKV,0.32426038136750157
304,9895DC6Q TO T8P7HT8E,0.32401544934515314
958,2017_6 TO 8M9FQCNU,0.3236688884293857
407,2017_10 TO AFWXF8CH,0.3236434449033564
35,2017_6 TO 4IR7FP3G,0.3234811999579015
991,356QDHJ7 TO CZQ57NCZ,0.32346046699436415
1197,GCGB74CJ TO SMZ5P2JC,0.32324201583195167
317,9895DC6Q TO QVXBKCSS,0.3230463589140249
315,9895DC6Q TO SMZ5P2JC,0.3227761030280025
131,2017_9 TO 4C8T6PTV,0.3226274895518657
1217,56QUJEMP TO QVXBKCSS,0.32256749364121884
1158,2017_9 TO XSJ9KCBQ,0.32256659125310405
357,FQVMU8GU TO SMZ5P2JC,0.3225322237124806
441,AFWXF8CH TO GQPNFE6B,0.32233805036747465
1102,2017_5 TO CZQ57NCZ,0.322320544113718
869,KF3CZPHV TO QVXBKCSS,0.3222065426919486
309,2017_9 TO 9895DC6Q,0.32186765327423505
1103,2017_5 TO 56QUJEMP,0.3218664445434616
999,2017_4 TO 9T2T3NWW,0.32172159105462095
231,GQPNFE6B TO UQ4WC79E,0.32153381351576504
1148,2017_9 TO XGBBFQWX,0.32141732432188275
387,7V9JCFSV TO T8P7HT8E,0.32119174548922924
915,2017_1 TO AMDVNRNA,0.3209394330956581
944,HTFNIQDD TO QVXBKCSS,0.32091955447787046
266,2017_9 TO MXXBE2S3,0.3205787098769063
590,6UGSWD8D TO QVXBKCSS,0.32048263677369837
212,356QDHJ7 TO UQ4WC79E,0.3204464875146895
1085,GQPNFE6B TO T8P7HT8E,0.3202700314078206
892,GCGB74CJ TO NINP5I8I,0.31929787475624316
465,ABX4R7K5 TO T9IJMSRB,0.31891396087831525
653,5G8U33QZ TO XGBBFQWX,0.3187915566472723
106,2017_10 TO 4C8T6PTV,0.31844677991810655
105,2017_11 TO 4C8T6PTV,0.3184452502949071
597,F5SXURFA TO NX42RPT2,0.317671093913658
130,2017_6 TO 4C8T6PTV,0.31761344825759674
705,8M9FQCNU TO F5SXURFA,0.3170737423338822
1065,SMZ5P2JC TO T9IJMSRB,0.3168484230354398
1216,CZQ57NCZ TO QVXBKCSS,0.3166525467873982
626,GQPNFE6B TO NX42RPT2,0.314872592148253
469,2017_7 TO ABX4R7K5,0.31452213102325566
305,2017_5 TO 9895DC6Q,0.31436127724867724
53,9895DC6Q TO T4S3K5ZT,0.3139980515393319
948,HTFNIQDD TO XSJ9KCBQ,0.3139811812889213
88,H3HIEFKV TO T4S3K5ZT,0.31390594979344844
423,9T2T3NWW TO AFWXF8CH,0.3138047416473577
418,AFWXF8CH TO NINP5I8I,0.3137971136044724
419,AFWXF8CH TO AMDVNRNA,0.3135040289932891
1027,2017_8 TO GCGB74CJ,0.31278412167133507
118,4C8T6PTV TO AMDVNRNA,0.3126291553554288
222,2017_9 TO UQ4WC79E,0.31236671124972804
881,NINP5I8I TO T9IJMSRB,0.31205335846092463
1219,CZQ57NCZ TO GQPNFE6B,0.31160185884028513
507,2017_11 TO 2017_7,0.3115254198401689
185,GPBS8H6W TO QVXBKCSS,0.3115160938499111
738,9T2T3NWW TO J7SB3TH5,0.31083918955336043
1150,2017_9 TO H3HIEFKV,0.3107123469297094
741,J7SB3TH5 TO T9IJMSRB,0.3105533867329644
951,2017_8 TO 8M9FQCNU,0.3104855612737426
496,2017_11 TO AMDVNRNA,0.3101982344992338
447,6UGSWD8D TO ABX4R7K5,0.31007039565141703
1205,QVXBKCSS TO SMZ5P2JC,0.30977244337921395
1209,SMZ5P2JC TO XSJ9KCBQ,0.30953350502320087
287,5G8U33QZ TO 9895DC6Q,0.3094965286334328
964,8M9FQCNU TO GCGB74CJ,0.3091327005728014
408,6UGSWD8D TO AFWXF8CH,0.3089815684182834
209,AMDVNRNA TO UQ4WC79E,0.30867815800703347
439,AFWXF8CH TO Z56T9MF4,0.3085142785209798
238,AFWXF8CH TO MXXBE2S3,0.30834925081635556
754,J7SB3TH5 TO Z56T9MF4,0.30786190777578537
860,2017_6 TO KF3CZPHV,0.3078038344827212
857,2017_5 TO KF3CZPHV,0.30775150529890694
380,7V9JCFSV TO HTFNIQDD,0.307665659631567
257,9T2T3NWW TO MXXBE2S3,0.30764170346754116
9,4IR7FP3G TO ABX4R7K5,0.3076169248663002
708,2017_8 TO F5SXURFA,0.3075617927099763
1152,2017_9 TO SMZ5P2JC,0.30756015542174786
240,2017_11 TO MXXBE2S3,0.30744057192898433
194,AFWXF8CH TO UQ4WC79E,0.30734906752184243
253,AMDVNRNA TO MXXBE2S3,0.3067098612569946
233,56QUJEMP TO UQ4WC79E,0.30657014138498373
1079,2017_1 TO T8P7HT8E,0.3061725234539533
1206,GQPNFE6B TO SMZ5P2JC,0.3056487001278527
273,MXXBE2S3 TO Z56T9MF4,0.30518441306869426
1104,2017_5 TO XSJ9KCBQ,0.30510440513118
275,GQPNFE6B TO MXXBE2S3,0.30502579155108744
76,2017_8 TO T4S3K5ZT,0.3043755936321153
164,AMDVNRNA TO GPBS8H6W,0.30430332124249204
1174,XGBBFQWX TO Z56T9MF4,0.30394331427246946
1054,T8P7HT8E TO T9IJMSRB,0.303299866843864
251,KF3CZPHV TO MXXBE2S3,0.30291747479980224
495,2017_11 TO NINP5I8I,0.3022894855326155
1059,2017_9 TO T9IJMSRB,0.30214806728613985
25,4IR7FP3G TO 8M9FQCNU,0.3020976257189728
124,4C8T6PTV TO VM7EP4IA,0.30188773043554595
553,2017_10 TO Z56T9MF4,0.3017363072189597
1155,2017_9 TO GQPNFE6B,0.30122850110260746
1040,2017_6 TO VM7EP4IA,0.30027007387959437
519,2017_11 TO CZQ57NCZ,0.3000466734005869
353,FQVMU8GU TO XGBBFQWX,0.3000100550089868
499,2017_11 TO 356QDHJ7,0.2998653175169961
919,AMDVNRNA TO Z56T9MF4,0.2998062433040741
1047,SMZ5P2JC TO VM7EP4IA,0.29964251422728316
997,9T2T3NWW TO T8P7HT8E,0.29960645846853295
598,J7SB3TH5 TO NX42RPT2,0.29956656552369054
922,AMDVNRNA TO CZQ57NCZ,0.2993948303871238
511,2017_11 TO XGBBFQWX,0.2993848548319331
736,8M9FQCNU TO J7SB3TH5,0.2988658143542837
916,AMDVNRNA TO H3HIEFKV,0.29872870431036236
622,GCGB74CJ TO NX42RPT2,0.29854127814383136
961,8M9FQCNU TO XGBBFQWX,0.2982930382108864
716,2017_9 TO F5SXURFA,0.298076605436176
367,2017_10 TO 7V9JCFSV,0.29789110428047405
717,DW9W8Z9I TO F5SXURFA,0.2977943934676692
966,8M9FQCNU TO Z56T9MF4,0.2977461814355582
873,KF3CZPHV TO XSJ9KCBQ,0.2977392133766714
625,NX42RPT2 TO QVXBKCSS,0.2974422555755951
94,CZQ57NCZ TO T4S3K5ZT,0.2972572276986428
218,2017_5 TO UQ4WC79E,0.296918484215555
443,56QUJEMP TO AFWXF8CH,0.29627577513385406
60,6UGSWD8D TO T4S3K5ZT,0.29613692034321204
300,9895DC6Q TO 9T2T3NWW,0.29607996776858847
988,356QDHJ7 TO Z56T9MF4,0.2959299615344839
1185,2017_1 TO GQPNFE6B,0.29556032294453227
324,ABX4R7K5 TO FQVMU8GU,0.29472360884585624
7,4IR7FP3G TO 7V9JCFSV,0.2947200378695004
912,2017_9 TO AMDVNRNA,0.2943985701640063
89,GCGB74CJ TO T4S3K5ZT,0.29408561398987865
435,2017_1 TO AFWXF8CH,0.2937303179236308
558,2017_10 TO XSJ9KCBQ,0.2935766935111557
522,2017_10 TO 6UGSWD8D,0.29328096720143415
486,2017_11 TO NX42RPT2,0.29260273340316534
509,2017_11 TO 2017_9,0.2924674935132068
57,ABX4R7K5 TO T4S3K5ZT,0.2923935306185339
338,AMDVNRNA TO FQVMU8GU,0.2922944555181407
1080,H3HIEFKV TO T8P7HT8E,0.29227689632006415
592,6UGSWD8D TO CZQ57NCZ,0.29217709242398904
1133,2017_7 TO XSJ9KCBQ,0.29216296201353886
909,2017_4 TO AMDVNRNA,0.29207163239005396
574,2017_8 TO 6UGSWD8D,0.2919002780150788
1107,2017_4 TO 2017_9,0.291858222065698
531,2017_10 TO KF3CZPHV,0.29174291651239104
