,combination,sim
297,9895DC6Q TO HTFNIQDD,0.44854532085375765
397,7V9JCFSV TO GCGB74CJ,0.44849960778922215
432,2017_9 TO AFWXF8CH,0.4481941159216745
714,2017_7 TO F5SXURFA,0.44733998326706315
403,56QUJEMP TO 7V9JCFSV,0.4459002292270244
67,F96H6I58 TO T4S3K5ZT,0.4453176595440678
463,2017_8 TO ABX4R7K5,0.44432862853634014
1010,9T2T3NWW TO QVXBKCSS,0.4443003238280983
438,AFWXF8CH TO SMZ5P2JC,0.44408859234574705
941,GCGB74CJ TO HTFNIQDD,0.44390850839707996
813,F96H6I58 TO Z56T9MF4,0.44283230157195963
940,H3HIEFKV TO HTFNIQDD,0.44278597215912563
72,HTFNIQDD TO T4S3K5ZT,0.4408504557420142
889,NINP5I8I TO XGBBFQWX,0.44010108893764305
313,9895DC6Q TO H3HIEFKV,0.4393186259292627
760,CDAJEXM8 TO F96H6I58,0.4393142183664118
1073,2017_4 TO T8P7HT8E,0.4347503138995063
817,56QUJEMP TO F96H6I58,0.43441031579025274
1056,2017_4 TO T9IJMSRB,0.4339403819398868
437,AFWXF8CH TO GCGB74CJ,0.4337849808294887
779,CDAJEXM8 TO XGBBFQWX,0.43331572282159364
999,2017_4 TO 9T2T3NWW,0.43246064621339797
70,NINP5I8I TO T4S3K5ZT,0.4318704170983613
322,7V9JCFSV TO FQVMU8GU,0.42937757144500216
194,AFWXF8CH TO UQ4WC79E,0.4291485691104786
777,2017_9 TO CDAJEXM8,0.4291398531927562
204,CDAJEXM8 TO UQ4WC79E,0.4289414219098454
1081,GCGB74CJ TO T8P7HT8E,0.4287611387448501
509,2017_11 TO 2017_9,0.4286604508048639
39,2017_1 TO 4IR7FP3G,0.428598296862994
47,4IR7FP3G TO 56QUJEMP,0.4270126559567686
763,CDAJEXM8 TO NINP5I8I,0.4261266909985848
1089,2017_4 TO 2017_5,0.4257651550976373
1103,2017_5 TO 56QUJEMP,0.4256008067658089
1094,2017_5 TO XGBBFQWX,0.4246973414244927
364,7V9JCFSV TO AFWXF8CH,0.4231370464392369
948,HTFNIQDD TO XSJ9KCBQ,0.42200280385989514
898,56QUJEMP TO NINP5I8I,0.42164109035637154
1111,2017_4 TO H3HIEFKV,0.4201809694190204
936,2017_9 TO HTFNIQDD,0.41983050833807256
478,ABX4R7K5 TO Z56T9MF4,0.4197650833654983
1224,56QUJEMP TO XSJ9KCBQ,0.4187527790990104
883,2017_5 TO NINP5I8I,0.4181270072688921
414,AFWXF8CH TO CDAJEXM8,0.4178202609858887
44,4IR7FP3G TO QVXBKCSS,0.41719891193937275
888,DW9W8Z9I TO NINP5I8I,0.4154593909508821
1048,VM7EP4IA TO Z56T9MF4,0.4140673540216062
1057,2017_7 TO T9IJMSRB,0.4126670525135526
388,2017_5 TO 7V9JCFSV,0.412217350827156
1162,DW9W8Z9I TO GCGB74CJ,0.4119334963923782
471,2017_9 TO ABX4R7K5,0.4113980849774267
514,2017_11 TO GCGB74CJ,0.41129550959083283
1080,H3HIEFKV TO T8P7HT8E,0.4111680936251497
1153,2017_9 TO Z56T9MF4,0.4106132433322009
1086,CZQ57NCZ TO T8P7HT8E,0.41054589931990637
534,2017_10 TO HTFNIQDD,0.4097221475138221
1053,VM7EP4IA TO XSJ9KCBQ,0.40970141836731405
219,2017_4 TO UQ4WC79E,0.4091043456256467
540,2017_10 TO T9IJMSRB,0.4085192379658853
370,5G8U33QZ TO 7V9JCFSV,0.4083886138265059
333,CDAJEXM8 TO FQVMU8GU,0.408361929771661
1,4C8T6PTV TO 4IR7FP3G,0.40824554810755087
263,2017_4 TO MXXBE2S3,0.40769614804797966
1107,2017_4 TO 2017_9,0.4075842989111016
1110,2017_1 TO 2017_4,0.4075325834343076
931,HTFNIQDD TO T8P7HT8E,0.4074969342562259
788,56QUJEMP TO CDAJEXM8,0.40680373975232303
806,2017_9 TO F96H6I58,0.40641559877989547
708,2017_8 TO F5SXURFA,0.40628806192963235
128,2017_4 TO 4C8T6PTV,0.4061884781465679
932,2017_5 TO HTFNIQDD,0.4061584053967898
1147,2017_9 TO DW9W8Z9I,0.4050004264836573
1109,2017_4 TO XGBBFQWX,0.4047341421808509
453,ABX4R7K5 TO CDAJEXM8,0.40409611976067905
304,9895DC6Q TO T8P7HT8E,0.403924900414692
1204,SMZ5P2JC TO Z56T9MF4,0.40343104694654897
1214,XSJ9KCBQ TO Z56T9MF4,0.40316381598561984
415,AFWXF8CH TO F96H6I58,0.4025817813243907
30,4IR7FP3G TO T9IJMSRB,0.4023074461114522
459,ABX4R7K5 TO HTFNIQDD,0.40143947386237916
469,2017_7 TO ABX4R7K5,0.4012944150670924
503,2017_11 TO T9IJMSRB,0.40023502390381716
35,2017_6 TO 4IR7FP3G,0.4001120085731178
884,2017_4 TO NINP5I8I,0.399790288913098
1117,2017_4 TO CZQ57NCZ,0.3991358245209081
580,2017_7 TO 6UGSWD8D,0.3987939935270097
42,4IR7FP3G TO SMZ5P2JC,0.39722394538928363
178,DW9W8Z9I TO GPBS8H6W,0.3957774077882639
398,7V9JCFSV TO SMZ5P2JC,0.3956431331881049
504,2017_11 TO T8P7HT8E,0.39535496617686927
1176,GQPNFE6B TO XGBBFQWX,0.39525653647177544
306,2017_4 TO 9895DC6Q,0.3951649553181096
1068,GQPNFE6B TO T9IJMSRB,0.39513256952590803
316,9895DC6Q TO Z56T9MF4,0.39488073552673797
468,2017_4 TO ABX4R7K5,0.3942681600768606
885,2017_7 TO NINP5I8I,0.3930116761018031
1114,2017_4 TO Z56T9MF4,0.39279344199855015
1126,2017_7 TO GCGB74CJ,0.39264972020779376
774,2017_4 TO CDAJEXM8,0.3921861241261923
1116,2017_4 TO GQPNFE6B,0.39151340308816585
24,4IR7FP3G TO HTFNIQDD,0.391460636573045
1115,2017_4 TO QVXBKCSS,0.3914433474942843
568,6UGSWD8D TO NINP5I8I,0.39120577227748005
794,F96H6I58 TO HTFNIQDD,0.3901035073823327
85,DW9W8Z9I TO T4S3K5ZT,0.3895496214973418
1072,2017_5 TO T8P7HT8E,0.3891666704455223
167,356QDHJ7 TO GPBS8H6W,0.3888593195283613
1037,2017_5 TO VM7EP4IA,0.3884964077603566
1052,56QUJEMP TO VM7EP4IA,0.3882993428225844
46,4IR7FP3G TO CZQ57NCZ,0.3881491552563492
937,DW9W8Z9I TO HTFNIQDD,0.3881226733388665
512,2017_1 TO 2017_11,0.38706821327356866
976,356QDHJ7 TO T8P7HT8E,0.38696760631246346
315,9895DC6Q TO SMZ5P2JC,0.3867023646645432
467,2017_5 TO ABX4R7K5,0.3865325976766078
22,4IR7FP3G TO NINP5I8I,0.3860695235320184
1168,56QUJEMP TO DW9W8Z9I,0.38604881767520843
614,2017_4 TO NX42RPT2,0.38603366142056583
314,9895DC6Q TO GCGB74CJ,0.3858292472381908
938,HTFNIQDD TO XGBBFQWX,0.3851626049112024
556,2017_10 TO CZQ57NCZ,0.3850902565751219
405,ABX4R7K5 TO AFWXF8CH,0.3848636271856161
782,CDAJEXM8 TO GCGB74CJ,0.38406972702440545
658,5G8U33QZ TO Z56T9MF4,0.38399790857512556
45,4IR7FP3G TO GQPNFE6B,0.38343930829127326
439,AFWXF8CH TO Z56T9MF4,0.3832846003147038
96,T4S3K5ZT TO XSJ9KCBQ,0.38313732040939935
491,2017_11 TO CDAJEXM8,0.38299543142375814
191,9895DC6Q TO UQ4WC79E,0.3827039185453175
1122,2017_7 TO DW9W8Z9I,0.3826981877545703
875,HTFNIQDD TO NINP5I8I,0.3823304421240897
228,SMZ5P2JC TO UQ4WC79E,0.3822850409629307
1082,SMZ5P2JC TO T8P7HT8E,0.38217054651934435
389,2017_4 TO 7V9JCFSV,0.38190886144179337
424,2017_8 TO AFWXF8CH,0.3814724029679406
358,FQVMU8GU TO Z56T9MF4,0.38145415843416214
609,2017_8 TO NX42RPT2,0.3814335768761686
1013,56QUJEMP TO 9T2T3NWW,0.38114894698505786
1174,XGBBFQWX TO Z56T9MF4,0.38066894211567787
804,2017_7 TO F96H6I58,0.3801538206857887
988,356QDHJ7 TO Z56T9MF4,0.37983583148969136
1202,56QUJEMP TO GCGB74CJ,0.37977033219605727
1023,2017_8 TO DW9W8Z9I,0.3789649732848196
778,CDAJEXM8 TO DW9W8Z9I,0.3785701799401807
196,2017_11 TO UQ4WC79E,0.3785375733798234
323,AFWXF8CH TO FQVMU8GU,0.378497495295505
622,GCGB74CJ TO NX42RPT2,0.37847226995019734
38,4IR7FP3G TO XGBBFQWX,0.3778637060254354
382,356QDHJ7 TO 7V9JCFSV,0.3776666038319111
894,NINP5I8I TO Z56T9MF4,0.37733733624900584
1118,2017_4 TO 56QUJEMP,0.3761166932584199
1085,GQPNFE6B TO T8P7HT8E,0.37601441415090797
291,9895DC6Q TO CDAJEXM8,0.375780569207666
1197,GCGB74CJ TO SMZ5P2JC,0.37575579298963313
10,2017_11 TO 4IR7FP3G,0.37574038670396837
550,2017_10 TO H3HIEFKV,0.37557360312927
74,356QDHJ7 TO T4S3K5ZT,0.37429710764846624
1186,2017_1 TO CZQ57NCZ,0.3740179683996476
66,CDAJEXM8 TO T4S3K5ZT,0.37336315173833345
513,2017_11 TO H3HIEFKV,0.3732694991967962
5,4IR7FP3G TO 9895DC6Q,0.37292295713291423
283,2017_11 TO 9895DC6Q,0.37261287800807374
1152,2017_9 TO SMZ5P2JC,0.37255813937170473
1208,56QUJEMP TO SMZ5P2JC,0.37245913288845867
887,2017_9 TO NINP5I8I,0.3724065205513473
1163,DW9W8Z9I TO SMZ5P2JC,0.372399469403384
9,4IR7FP3G TO ABX4R7K5,0.37186170012870645
252,MXXBE2S3 TO NINP5I8I,0.3718350092648296
769,2017_8 TO CDAJEXM8,0.3717226737484059
615,2017_7 TO NX42RPT2,0.37162596737189846
718,F5SXURFA TO XGBBFQWX,0.3707950776172307
429,2017_4 TO AFWXF8CH,0.37056054479026856
210,HTFNIQDD TO UQ4WC79E,0.37037083691910727
7,4IR7FP3G TO 7V9JCFSV,0.36988594909172634
339,FQVMU8GU TO HTFNIQDD,0.36986179745621556
84,2017_9 TO T4S3K5ZT,0.3690190843766784
1105,2017_4 TO 2017_7,0.368731087276089
381,7V9JCFSV TO 8M9FQCNU,0.3681589713248947
320,56QUJEMP TO 9895DC6Q,0.36797498770546155
492,2017_11 TO F96H6I58,0.36797013702827686
1123,2017_7 TO XGBBFQWX,0.3668973597836942
1092,2017_5 TO 2017_9,0.3665687657973034
197,2017_10 TO UQ4WC79E,0.36636014516033866
1045,H3HIEFKV TO VM7EP4IA,0.3647142359539908
639,5G8U33QZ TO HTFNIQDD,0.36432555110446785
1088,T8P7HT8E TO XSJ9KCBQ,0.3639676082588194
511,2017_11 TO XGBBFQWX,0.36390308891833345
1201,CZQ57NCZ TO GCGB74CJ,0.3634154457550336
499,2017_11 TO 356QDHJ7,0.36335658979918994
229,UQ4WC79E TO Z56T9MF4,0.36298237398746874
1179,XGBBFQWX TO XSJ9KCBQ,0.3627556181986954
541,2017_10 TO T8P7HT8E,0.36239054072882915
1104,2017_5 TO XSJ9KCBQ,0.362228037797397
1009,9T2T3NWW TO Z56T9MF4,0.362197688637022
18,4IR7FP3G TO CDAJEXM8,0.36201103491178777
1028,2017_8 TO SMZ5P2JC,0.3612169437900816
577,6UGSWD8D TO T8P7HT8E,0.361087131236835
233,56QUJEMP TO UQ4WC79E,0.360773894757915
427,AFWXF8CH TO T8P7HT8E,0.36035760827247537
1119,2017_4 TO XSJ9KCBQ,0.36033049301302345
1199,GCGB74CJ TO QVXBKCSS,0.35991927566671533
519,2017_11 TO CZQ57NCZ,0.3596313822823137
435,2017_1 TO AFWXF8CH,0.35936649841406443
516,2017_11 TO Z56T9MF4,0.3592425191813383
148,7V9JCFSV TO GPBS8H6W,0.3588646502030781
1191,H3HIEFKV TO Z56T9MF4,0.35746546736122314
588,6UGSWD8D TO SMZ5P2JC,0.35739319088166965
1098,2017_5 TO SMZ5P2JC,0.3571008164789211
1074,2017_7 TO T8P7HT8E,0.3568562731969208
43,4IR7FP3G TO Z56T9MF4,0.35681539168541065
1078,T8P7HT8E TO XGBBFQWX,0.35667365742964846
1064,GCGB74CJ TO T9IJMSRB,0.3566427896151322
927,9T2T3NWW TO HTFNIQDD,0.3565645183811929
612,NX42RPT2 TO T8P7HT8E,0.35633241918265074
436,AFWXF8CH TO H3HIEFKV,0.3558725581236251
1217,56QUJEMP TO QVXBKCSS,0.3557766466026575
406,2017_11 TO AFWXF8CH,0.35571428791329623
473,ABX4R7K5 TO XGBBFQWX,0.3551579270260484
192,FQVMU8GU TO UQ4WC79E,0.3544779329784915
542,2017_10 TO 2017_5,0.3543906659102519
1169,DW9W8Z9I TO XSJ9KCBQ,0.35427956312378456
607,356QDHJ7 TO NX42RPT2,0.35411593367606586
205,F96H6I58 TO UQ4WC79E,0.35404488207259044
1083,T8P7HT8E TO Z56T9MF4,0.35361425104007205
195,ABX4R7K5 TO UQ4WC79E,0.3534611538289028
216,T9IJMSRB TO UQ4WC79E,0.35333230590912423
434,AFWXF8CH TO XGBBFQWX,0.3532821402363562
1200,GCGB74CJ TO GQPNFE6B,0.35308423489533314
1113,2017_4 TO SMZ5P2JC,0.3527257132167361
704,F5SXURFA TO HTFNIQDD,0.3525454140644327
981,2017_9 TO 356QDHJ7,0.3525236850896534
518,2017_11 TO GQPNFE6B,0.35215151324438054
713,2017_4 TO F5SXURFA,0.3520656940769066
787,CDAJEXM8 TO CZQ57NCZ,0.35178396470322704
243,MXXBE2S3 TO NX42RPT2,0.35158485069633044
37,4IR7FP3G TO DW9W8Z9I,0.351481590332575
1154,2017_9 TO QVXBKCSS,0.35122300451978256
583,6UGSWD8D TO DW9W8Z9I,0.35100665929202285
340,8M9FQCNU TO FQVMU8GU,0.350971230836026
348,2017_4 TO FQVMU8GU,0.35087144403579673
48,4IR7FP3G TO XSJ9KCBQ,0.35060351355121566
1108,2017_4 TO DW9W8Z9I,0.35048828347610705
500,2017_11 TO 9T2T3NWW,0.3503974696935973
328,FQVMU8GU TO NX42RPT2,0.3501997910396844
1106,2017_4 TO 2017_6,0.34946301568946814
385,7V9JCFSV TO VM7EP4IA,0.3494173093566453
1005,2017_1 TO 9T2T3NWW,0.34937034607177575
280,7V9JCFSV TO 9895DC6Q,0.3487389611406102
368,6UGSWD8D TO 7V9JCFSV,0.3486020361846893
654,2017_1 TO 5G8U33QZ,0.3485794385869232
789,CDAJEXM8 TO XSJ9KCBQ,0.3483338560399805
223,DW9W8Z9I TO UQ4WC79E,0.34815482966957556
742,J7SB3TH5 TO T8P7HT8E,0.34786058134440817
759,J7SB3TH5 TO XSJ9KCBQ,0.3476182019996353
349,2017_7 TO FQVMU8GU,0.34740197797240285
656,5G8U33QZ TO GCGB74CJ,0.34728288547034936
939,2017_1 TO HTFNIQDD,0.34696110275454284
237,7V9JCFSV TO MXXBE2S3,0.3467934015736297
400,7V9JCFSV TO QVXBKCSS,0.34675635893973555
17,4IR7FP3G TO J7SB3TH5,0.3466217089152428
447,6UGSWD8D TO ABX4R7K5,0.3460002438091651
36,2017_9 TO 4IR7FP3G,0.3459309490742404
1036,T8P7HT8E TO VM7EP4IA,0.3456261911161671
773,2017_5 TO CDAJEXM8,0.34550978223165163
584,6UGSWD8D TO XGBBFQWX,0.3455010866420031
34,2017_7 TO 4IR7FP3G,0.34538795402991074
783,CDAJEXM8 TO SMZ5P2JC,0.34498370759660413
1014,9T2T3NWW TO XSJ9KCBQ,0.3444120245119031
1087,56QUJEMP TO T8P7HT8E,0.3442330849292566
942,HTFNIQDD TO SMZ5P2JC,0.3437670708584738
546,2017_10 TO 2017_9,0.3436485482748393
1130,2017_7 TO GQPNFE6B,0.34349556299713807
41,4IR7FP3G TO GCGB74CJ,0.3434546604439257
422,356QDHJ7 TO AFWXF8CH,0.3433943142792345
260,MXXBE2S3 TO T9IJMSRB,0.34302656689744004
1079,2017_1 TO T8P7HT8E,0.3427700713026902
64,F5SXURFA TO T4S3K5ZT,0.34226868461665805
997,9T2T3NWW TO T8P7HT8E,0.34213737047050513
155,5G8U33QZ TO GPBS8H6W,0.3420499169721642
1146,2017_6 TO XSJ9KCBQ,0.3419596701686962
264,2017_7 TO MXXBE2S3,0.3419129382325695
723,F5SXURFA TO Z56T9MF4,0.34168289330616475
1159,DW9W8Z9I TO XGBBFQWX,0.3415609415758514
698,CDAJEXM8 TO F5SXURFA,0.34155060317640273
89,GCGB74CJ TO T4S3K5ZT,0.341078049434824
357,FQVMU8GU TO SMZ5P2JC,0.34040096779684603
281,9895DC6Q TO AFWXF8CH,0.3401275068279297
387,7V9JCFSV TO T8P7HT8E,0.33999934354973893
770,CDAJEXM8 TO VM7EP4IA,0.33976298418865797
574,2017_8 TO 6UGSWD8D,0.33973285301174605
1178,56QUJEMP TO XGBBFQWX,0.3394634590516228
249,F96H6I58 TO MXXBE2S3,0.33936883534954126
81,2017_4 TO T4S3K5ZT,0.3393063290395104
1046,GCGB74CJ TO VM7EP4IA,0.33926851677385117
1020,2017_7 TO 2017_8,0.3384239927247594
321,9895DC6Q TO XSJ9KCBQ,0.33835463490052736
1139,2017_6 TO GCGB74CJ,0.3377766309670147
448,ABX4R7K5 TO NX42RPT2,0.3370722181878587
477,ABX4R7K5 TO SMZ5P2JC,0.3370691771892511
174,2017_4 TO GPBS8H6W,0.3370016965666063
662,56QUJEMP TO 5G8U33QZ,0.3369779586966667
32,2017_5 TO 4IR7FP3G,0.3366440758454021
1102,2017_5 TO CZQ57NCZ,0.33659094070448764
899,NINP5I8I TO XSJ9KCBQ,0.336120727795722
446,2017_10 TO ABX4R7K5,0.3360105248814076
133,4C8T6PTV TO XGBBFQWX,0.3359687306490507
1084,QVXBKCSS TO T8P7HT8E,0.33577091812566084
412,AFWXF8CH TO F5SXURFA,0.33576400644431503
254,HTFNIQDD TO MXXBE2S3,0.33568871473055706
193,7V9JCFSV TO UQ4WC79E,0.3354148215485959
232,CZQ57NCZ TO UQ4WC79E,0.3353391687076962
440,AFWXF8CH TO QVXBKCSS,0.3350038782873281
420,AFWXF8CH TO HTFNIQDD,0.33497659519545436
764,AMDVNRNA TO CDAJEXM8,0.3345523338444268
395,2017_1 TO 7V9JCFSV,0.33449194215730255
189,GPBS8H6W TO XSJ9KCBQ,0.33411639757574235
716,2017_9 TO F5SXURFA,0.3339231861126608
986,356QDHJ7 TO GCGB74CJ,0.3335855016158411
367,2017_10 TO 7V9JCFSV,0.3335579816657669
508,2017_11 TO 2017_6,0.33345734614109157
803,2017_4 TO F96H6I58,0.3333844791532778
809,2017_1 TO F96H6I58,0.3332301020436871
308,2017_6 TO 9895DC6Q,0.3331522608557042
507,2017_11 TO 2017_7,0.33298892787347223
218,2017_5 TO UQ4WC79E,0.33294614230683395
878,9T2T3NWW TO NINP5I8I,0.3329064973541976
781,CDAJEXM8 TO H3HIEFKV,0.33284169669302105
394,7V9JCFSV TO XGBBFQWX,0.33278328412910185
366,2017_11 TO 7V9JCFSV,0.3323146056082574
225,2017_1 TO UQ4WC79E,0.33224873249850645
600,F96H6I58 TO NX42RPT2,0.33200066194001165
255,8M9FQCNU TO MXXBE2S3,0.3319253365248599
925,8M9FQCNU TO HTFNIQDD,0.3318342609813344
6,4IR7FP3G TO FQVMU8GU,0.3317241803048865
462,9T2T3NWW TO ABX4R7K5,0.3316137997957662
587,6UGSWD8D TO GCGB74CJ,0.3311826511647056
1172,GCGB74CJ TO XGBBFQWX,0.33101299775141846
520,2017_11 TO 56QUJEMP,0.3306551961824161
594,6UGSWD8D TO XSJ9KCBQ,0.33046157770523393
1209,SMZ5P2JC TO XSJ9KCBQ,0.33039372485743057
199,NX42RPT2 TO UQ4WC79E,0.3303752617587831
1223,CZQ57NCZ TO XSJ9KCBQ,0.3302957924993031
433,AFWXF8CH TO DW9W8Z9I,0.3302814496867015
50,GPBS8H6W TO T4S3K5ZT,0.3301154692589051
16,4IR7FP3G TO F5SXURFA,0.32989395131982313
749,J7SB3TH5 TO XGBBFQWX,0.32977758301733395
54,FQVMU8GU TO T4S3K5ZT,0.3297342205232703
978,2017_4 TO 356QDHJ7,0.3297180299937451
1022,2017_8 TO 2017_9,0.3295503251846227
876,8M9FQCNU TO NINP5I8I,0.32954629241368616
13,4IR7FP3G TO NX42RPT2,0.32943029045524697
593,56QUJEMP TO 6UGSWD8D,0.328973108968658
231,GQPNFE6B TO UQ4WC79E,0.32862049292570195
564,6UGSWD8D TO CDAJEXM8,0.3281539284166368
302,9895DC6Q TO VM7EP4IA,0.32784993692594744
1148,2017_9 TO XGBBFQWX,0.32767388838227196
962,2017_1 TO 8M9FQCNU,0.327219190061938
287,5G8U33QZ TO 9895DC6Q,0.32694710121281595
1151,2017_9 TO GCGB74CJ,0.3267124989088399
589,6UGSWD8D TO Z56T9MF4,0.3266650665753057
408,6UGSWD8D TO AFWXF8CH,0.3265414332431679
57,ABX4R7K5 TO T4S3K5ZT,0.3262733800997444
25,4IR7FP3G TO 8M9FQCNU,0.3261832502158595
407,2017_10 TO AFWXF8CH,0.32606708865408246
341,356QDHJ7 TO FQVMU8GU,0.3258864419355308
634,5G8U33QZ TO F96H6I58,0.3258504263909188
183,GPBS8H6W TO SMZ5P2JC,0.32569616573880034
989,356QDHJ7 TO QVXBKCSS,0.3251788176205654
767,356QDHJ7 TO CDAJEXM8,0.3249265752611189
1194,CZQ57NCZ TO H3HIEFKV,0.32475971986820684
882,NINP5I8I TO T8P7HT8E,0.32469405687330677
486,2017_11 TO NX42RPT2,0.3246139336012722
766,8M9FQCNU TO CDAJEXM8,0.32449157218057567
985,356QDHJ7 TO H3HIEFKV,0.32447252166312274
1075,2017_6 TO T8P7HT8E,0.32430751231128563
347,2017_5 TO FQVMU8GU,0.32420093224856444
346,FQVMU8GU TO T8P7HT8E,0.3239066516580523
1059,2017_9 TO T9IJMSRB,0.32387784493861466
935,2017_6 TO HTFNIQDD,0.3237958688009803
236,FQVMU8GU TO MXXBE2S3,0.3237505056096275
993,356QDHJ7 TO XSJ9KCBQ,0.32374647298870285
384,2017_8 TO 7V9JCFSV,0.32374271916138814
877,356QDHJ7 TO NINP5I8I,0.32359282560760555
222,2017_9 TO UQ4WC79E,0.3235566738235298
1145,2017_6 TO 56QUJEMP,0.3234749882505598
808,F96H6I58 TO XGBBFQWX,0.323444010803643
1012,9T2T3NWW TO CZQ57NCZ,0.32343304690490005
379,7V9JCFSV TO AMDVNRNA,0.32339402617231794
536,2017_10 TO 356QDHJ7,0.32338655785603465
268,MXXBE2S3 TO XGBBFQWX,0.3233682496904721
443,56QUJEMP TO AFWXF8CH,0.32317439439521506
901,8M9FQCNU TO AMDVNRNA,0.3226256742638576
727,56QUJEMP TO F5SXURFA,0.322550257312228
1187,2017_1 TO 56QUJEMP,0.3224247047135518
1038,2017_4 TO VM7EP4IA,0.3224052408582199
1043,VM7EP4IA TO XGBBFQWX,0.3220369398706045
248,CDAJEXM8 TO MXXBE2S3,0.3212549028125468
510,2017_11 TO DW9W8Z9I,0.3210650338552249
404,7V9JCFSV TO XSJ9KCBQ,0.3209092605927999
151,2017_11 TO GPBS8H6W,0.3208915940646453
720,F5SXURFA TO H3HIEFKV,0.32087055545914966
599,CDAJEXM8 TO NX42RPT2,0.3206440724828465
410,5G8U33QZ TO AFWXF8CH,0.3204114831422538
964,8M9FQCNU TO GCGB74CJ,0.32036158263087344
955,2017_5 TO 8M9FQCNU,0.32008552728108464
62,5G8U33QZ TO T4S3K5ZT,0.31993844399256466
893,NINP5I8I TO SMZ5P2JC,0.3195233826759067
786,CDAJEXM8 TO GQPNFE6B,0.31931304710419056
224,UQ4WC79E TO XGBBFQWX,0.31901736751629756
515,2017_11 TO SMZ5P2JC,0.31867931201272426
278,MXXBE2S3 TO XSJ9KCBQ,0.3186735774056685
1135,2017_6 TO DW9W8Z9I,0.318556864037262
1095,2017_1 TO 2017_5,0.3183990621366357
235,9895DC6Q TO MXXBE2S3,0.31831099854755074
775,2017_7 TO CDAJEXM8,0.31806593689195767
